名称,rm型片式厚膜固定电阻器,型号,(J)CL21-160V-0.22μF-K,分类,电容器,生产厂家,成都宏明电子股份有限公司,厂商地域,四川成都,质量等级,J,温度范围,-55～85℃,封装形式,流化包封,额定电压,160V	,标称容量,0.22μF,标称阻值,1.33mΩ	,阻值允许偏差,±1% 
名称,rrj型片式厚膜固定电阻器,型号,rrj3225m1434f,分类,氧化膜电阻器,生产厂家,中国振华集团云科电子有限公司,厂商地域,贵州贵阳,质量等级,gjb,温度特性,±300ppm/℃	,封装形式,smd1210,额定功耗,0.25W	,封装尺寸,3.2×2.5×0.55,标称阻值,1.43mΩ	,阻值允许偏差,±1%
名称,rrj型片式厚膜固定电阻器,型号,rrj6332m1434f,分类,氧化膜电阻器,生产厂家,中国振华集团云科电子有限公司,厂商地域,贵州贵阳,质量等级,gjb,温度特性,±300ppm/℃	,封装形式,smd2512,额定功耗,1.0W	,封装尺寸,6.3×3.2×0.55,标称阻值,1.43mΩ	,阻值允许偏差,±1%
名称,rmk型有可靠性指标的片式厚膜固定电阻器,型号,rmk1005mb1471fm,分类,氧化膜电阻器,生产厂家,中国振华集团云科电子有限公司,厂商地域,贵州贵阳,质量等级,a1m,温度特性,±300ppm/℃	,封装形式,smd0402,额定功耗,0.04W	,封装尺寸,1.0×0.5×0.35,标称阻值,1.47kΩ	,阻值允许偏差,±1%
名称,rmk型有可靠性指标的片式厚膜固定电阻器,型号,rmk3216mb1471fm,分类,氧化膜电阻器,生产厂家,中国振华集团云科电子有限公司,厂商地域,贵州贵阳,质量等级,a1p,温度特性,±300ppm/℃	,封装形式,smd1206,额定功耗,0.25W	,封装尺寸,3.2×1.6×0.55,标称阻值,1.47kΩ	,阻值允许偏差,±1%
名称,rmk型有可靠性指标的片式厚膜固定电阻器,型号,rmk3225kb1471fm,分类,氧化膜电阻器,生产厂家,中国振华集团云科电子有限公司,厂商地域,贵州贵阳,质量等级,a1p,温度特性,±100ppm/℃	,封装形式,smd1210,额定功耗,0.25W	,封装尺寸,3.2×2.5×0.55,标称阻值,1.47kΩ	,阻值允许偏差,±1%
名称,rmk型有可靠性指标的片式厚膜固定电阻器,型号,rmk3225mb1471fm,分类,氧化膜电阻器,生产厂家,中国振华集团云科电子有限公司,厂商地域,贵州贵阳,质量等级,a1p,温度特性,±300ppm/℃	,封装形式,smd1210,额定功耗,0.25W	,封装尺寸,3.2×2.5×0.55,标称阻值,1.47kΩ	,阻值允许偏差,±1%
名称,rrj型片式厚膜固定电阻器,型号,rrj1005m1471f,分类,氧化膜电阻器,生产厂家,中国振华集团云科电子有限公司,厂商地域,贵州贵阳,质量等级,gjb,温度特性,±300ppm/℃	,封装形式,smd0402,额定功耗,0.063W	,封装尺寸,1.0×0.5×0.38,标称阻值,1.47kΩ	,阻值允许偏差,±1%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-7680-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,768	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-7320-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,732	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-7060-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,706	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-5690-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,569	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-5560-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,556	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-5490-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,549	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-5420-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,542	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-5110-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,511	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-4870-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,487	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-4750-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,475	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-4170-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,417	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-4120-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,412	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-3360-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,336	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-2910-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,291	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-2840-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,284	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-2710-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,271	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-2430-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,243	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-2320-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,232	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-2100-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,210	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-2050-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,205	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-2030-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,203	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-1890-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,189	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-1800-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,180	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-1780-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,178	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-1640-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,164	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-1620-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,162	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-1600-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,160	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-1500-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,150	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-84r5-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,84.5	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-1200-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,120	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-75r9-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,75.9	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-98r8-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,98.8	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-66r5-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,66.5	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-92r0-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,92	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-1r67-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,qjb,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,1.67	Ω,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-1913-w,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,qjb,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,191kΩ	,阻值允许偏差,±0.05%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-h-b-1783-w,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,qjb,温度范围,-65～150℃,温度特性,±50ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,178kΩ	,阻值允许偏差,±0.05%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-e-b-3053-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±25ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,305kΩ	,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-e-b-2873-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±25ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,287kΩ	,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-e-b-2843-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±25ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,284kΩ	,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-e-b-2583-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±25ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,258kΩ	,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-e-b-2553-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±25ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,255kΩ	,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-e-b-2403-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±25ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,240kΩ	,阻值允许偏差,±0.5%
名称,rmk型有失效率等级的片式薄膜固定电阻器,型号,rmk2012-e-b-2233-d,分类,氧化膜电阻器,生产厂家,北京七一八友晟电子有限公司,厂商地域,北京,质量等级,国军标,温度范围,-65～150℃,温度特性,±25ppm/℃	,封装形式,smd0805,额定功耗,0.15W	,封装尺寸,2.03×1.27,标称阻值,223kΩ	,阻值允许偏差,±0.5%
